Date,Open,High,Low,Close,Volume
2023-04-13,182.955,186.5,180.94,185.9,112932985.0
2023-04-12,190.74,191.5846,180.31,180.54,150256278.0
2023-04-11,186.69,189.19,185.6475,186.79,115770892.0
2023-04-10,179.94,185.1,176.11,184.51,142054637.0
2023-04-06,183.08,186.39,179.74,185.06,123857932.0
2023-04-05,190.515,190.68,183.76,185.52,133882193.0
2023-04-04,197.32,198.7446,190.32,192.58,126444045.0
2023-04-03,199.91,202.6897,192.2,194.77,169239000.0
2023-03-31,197.53,207.79,197.2,207.46,170206718.0
2023-03-30,195.58,197.33,194.42,195.28,110247738.0
2023-03-29,193.13,195.29,189.44,193.88,123660026.0
2023-03-28,192.0,192.35,185.43,189.19,98654635.0
2023-03-27,194.415,197.39,189.94,191.81,120851587.0
2023-03-24,191.65,192.36,187.15,190.41,116511584.0
2023-03-23,195.26,199.31,188.65,192.22,144193876.0
2023-03-22,199.3,200.66,190.95,191.15,150370133.0
2023-03-21,188.28,198.0,188.04,197.58,153391444.0
2023-03-20,178.08,186.44,176.35,183.25,129284359.0
2023-03-17,184.515,186.2199,177.33,180.13,132582140.0
2023-03-16,180.365,185.81,178.84,184.13,121364253.0
2023-03-15,180.8,182.34,176.03,180.45,145973833.0
2023-03-14,177.31,183.8,177.1401,183.26,143717897.0
2023-03-13,167.455,177.35,163.91,174.48,167790256.0
2023-03-10,175.13,178.29,168.44,173.44,191488872.0
2023-03-09,180.25,185.18,172.5124,172.92,170023794.0
2023-03-08,185.04,186.5,180.0,182.0,151731963.0
2023-03-07,191.38,194.2,186.1,187.71,148125790.0
2023-03-06,198.54,198.6,192.3,193.81,128086106.0
